id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
16241e76-3eb9-4669-9213-73c714d02c64,305,VOICE ROUTING POLICY: DR-STANDARD,BLUEPRINT – TEAMS VOICE ROUTING & POLICY ASSIGNMENT – VERSION 1.3,"The internal blueprint documents the expected voice routing and policy assignment approach; it indicates that Direct Routing users must be assigned a dedicated routing policy (e.g., DR-Standard/DR-Sales) rather than a global/default policy.",9.0,5,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
a7769f86-6228-40a6-bc9b-712e051d09d3,306,VOICE ROUTING POLICY: DR-STANDARD,AFFECTED USERS (ABOUT 6 USERS),"Temporarily assigning DR-Standard (which includes the External-Route PSTN Usage) to an affected user restored external calling in tests, proving that correct policy assignment resolves the issue.",10.0,7,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
56c47164-b0c7-4b41-b325-4240c71f6057,307,SALES TEAM,AFFECTED USERS (ABOUT 6 USERS),"The affected users are members of the Sales team and were organizationally reassigned to the new ""Enterprise Sales"" department, which is central to the cause analysis.",9.0,9,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
f800d162-203c-4bc1-8d7c-8021de6010cc,308,SALES TEAM,ENTERPRISE-SALES (AZURE AD GROUP),"Affected Sales users were placed into the new Azure AD group ""Enterprise-Sales"" during the organizational change; group membership triggered automated provisioning behavior.",9.0,9,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
629f971c-5b6e-4184-8194-78cd15fa355d,309,ENTERPRISE-SALES (AZURE AD GROUP),AZURE AD,The Enterprise-Sales object is an Azure AD group; Azure AD stores and manages the group and its membership which drives downstream provisioning logic.,10.0,6,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
95289f2a-3da8-485a-b5ba-f112914d103f,310,ENTERPRISE-SALES (AZURE AD GROUP),PROVISIONING SCRIPT,"The provisioning script watches group membership (e.g., Enterprise-Sales) and, when users are added, assigns voice routing policies automatically; a recent change caused it to assign ""Global"" by default for this group.",10.0,11,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
5837c63c-db2b-49d9-a826-f2e043759cb7,311,ENTERPRISE-SALES (AZURE AD GROUP),ENTERPRISE SALES,The Enterprise-Sales Azure AD group was created to represent the Enterprise Sales department; group membership maps to the department and drives provisioning behavior.,9.0,6,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
a1cb705c-6011-4d8e-b615-7acec92c1c49,312,AZURE AD,AZURE AD GROUPS,Azure AD Groups are objects within Azure AD; the new groups referenced in the ticket were created and managed in Azure AD and control membership/provisioning.,10.0,7,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
e6cfe72a-a6e2-40ac-a36c-8b960abe1ba7,313,PROVISIONING SCRIPT,BLUEPRINT – TEAMS VOICE ROUTING & POLICY ASSIGNMENT – VERSION 1.3,"The provisioning logic/configuration did not reflect the blueprint (new group structure was not reflected in the routing blueprint), prompting changes to the provisioning script to enforce correct policy assignment per the blueprint.",8.0,9,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
fed7722c-0bbc-4107-9768-245e75f60f44,314,PROVISIONING SCRIPT,IDENTITY TEAM,Coordination occurred with the Identity team to review and correct the provisioning script/logic (script had been modified two weeks earlier; Identity team collaborated to adjust provisioning logic to align with voice routing architecture).,8.0,8,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
e45a0495-b90d-43be-9a40-484a37329364,315,PROVISIONING SCRIPT,AZURE AD GROUPS,"The automated provisioning script consumes Azure AD group membership (e.g., Enterprise-Sales) to assign voice routing policies; a change in the script caused incorrect default assignment to the ""Global"" policy.",10.0,12,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
2861cd5e-bd30-4e06-91a2-f7ca02c072ba,316,PROVISIONING SCRIPT,ENTERPRISE SALES,The provisioning logic affected users in the Enterprise Sales department by assigning a default voice routing policy when users were added to the department's Azure AD group; provisioning logic changes therefore directly impacted the department's telephony behavior.,8.0,9,['6602419f4db010324f2eaf4b97add90d82204ff66c776cb0fdded6e8729463685959b1f915c8b5aaef9f926a13bc921235749c94816b5bb9e523d312b065e03d']
bf8c1e2b-8340-4268-a933-1dec1bcad71f,317,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),AD FS,"The blueprint documents AD FS architecture, configuration guidance, decision trees and troubleshooting steps; AD FS is the primary service the blueprint is about.",10.0,16,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
92f24acf-cb8f-44d5-a369-1ef066923fc7,318,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),MICROSOFT ENTRA ID,The blueprint includes guidance on how Microsoft Entra ID is used alongside AD FS in hybrid environments and discusses licensing/feature considerations for Entra ID.,9.0,10,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
93f55c98-013b-4a3b-ab94-3ee4a91283c3,319,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),IDENTITY TEAM / ARCHITECTURE TEAM,"The Identity/Architecture team are the intended owners/escalation points for the blueprint; they are responsible for implementing, maintaining, and acting on the guidance and escalation steps contained within the document.",8.0,10,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
f8af35a7-3576-4fcf-a821-2da29082f9f6,320,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),PS,PS is recorded as the author in the Version/History and is the originator of the blueprint content (document creation on 11.02.2026).,9.0,8,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
e3ac50ca-f591-4630-8547-94b94d3632e3,321,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),LICENSING (MICROSOFT ENTRA ID TIERS: FREE / P1 / P2),The licensing guidance is a distinct section within the overall blueprint and informs architecture and feature decisions documented in the blueprint.,10.0,10,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
5317014e-bea2-4876-b5d8-2a3035febb2f,322,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),DECISION TREE – AUTHENTICATION ISSUES,The Decision Tree is a core section of the blueprint providing stepwise diagnostic logic and is part of the overall document content and operational guidance.,10.0,11,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
45c92155-e772-41c3-a073-aea8b2f719e6,323,BLUEPRINT: IDENTITY & AUTHENTICATION (AD FS / ENTRA ID INTEGRATION),USE CASES (LOGIN WORKS IN BROWSER / CONFIG CHANGES / INTERMITTENT / ESCALATION),The Use Cases section is a dedicated part of the blueprint that illustrates common authentication problems and remediation/escalation steps referenced by the blueprint's decision tree.,10.0,9,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
0de239d0-609a-4b7b-9e1a-c4a814f08a3c,324,AD FS,JWT / OPENID CONNECT / OAUTH2,AD FS can issue JWT tokens via OpenID Connect/OAuth2 client registrations; the blueprint highlights token format selection and its impact on target applications.,10.0,11,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
832d7f7a-fc07-4501-bef5-c9d11a5d7444,325,AD FS,SAML,AD FS can issue SAML tokens as an alternative to JWT; the blueprint instructs choosing SAML or JWT per application and checking SAML configuration when SAML-based apps fail.,10.0,12,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
45483fe5-e5aa-43d4-a9e7-8b1a16bf3fa5,326,AD FS,MULTI-FACTOR AUTHENTICATION (MFA),AD FS can integrate MFA directly or via delegation; the blueprint describes options and the impact of MFA on authentication flows.,9.0,15,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
4a316a53-4a34-4d8b-b86b-a75e236d29db,327,AD FS,CLAIMS PROVIDERS,AD FS may delegate authentication or MFA to claims providers; the blueprint warns that delegating MFA/claims increases flow complexity and can cause failures if not supported by target applications.,9.0,15,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
1d7e0baf-bb46-4115-9d6e-7396af2c7197,328,AD FS,"CLIENT REGISTRATION PARAMETERS (CLIENT ID, REDIRECT URI)","Client registration parameters are recorded/configured in AD FS; the blueprint emphasizes verifying Client ID, Redirect URI and related client flags in AD FS when diagnosing integration failures.",10.0,14,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
38720376-e182-45d5-a599-986edcc4f105,329,AD FS,CERTIFICATES & TOKEN SIGNATURES,"AD FS uses certificates and signing keys to sign tokens; certificate validity and signature verification are essential for successful token validation by target applications, and the blueprint calls out certificate checks in troubleshooting.",10.0,13,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
e26aeb9d-4769-4b97-926e-21e243b8aef3,330,AD FS,LOGGING AND MONITORING SYSTEMS,"Logging and monitoring systems should capture AD FS events, token issuance, and errors to enable diagnosis of complex authentication flows and MFA delegations as recommended by the blueprint.",9.0,12,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
f6637f8d-58fe-4d35-b885-751bf416c141,331,AD FS,WINDOWS SERVER,AD FS is an on-premises service that runs on Windows Server; the blueprint requires/assumes a Windows Server platform to host AD FS and related services.,10.0,13,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
1b483d1b-90cf-4793-9b5f-acc9a6f78446,332,MICROSOFT ENTRA ID,CONDITIONAL ACCESS,Conditional Access is a Microsoft Entra ID capability; availability and feature set depend on Entra ID licensing tier (P1/P2) as described in the blueprint.,10.0,6,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
cb69218f-9cab-496f-a54a-c46cf18d3bba,333,MICROSOFT ENTRA ID,LICENSING (MICROSOFT ENTRA ID TIERS: FREE / P1 / P2),"The licensing entity captures Entra ID tier guidance (Free / P1 / P2) and maps those tiers to feature availability (e.g., Conditional Access, advanced MFA) in Microsoft Entra ID.",10.0,6,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
0ba432e7-3c41-45d2-93fc-b52bc4f218b1,334,JWT / OPENID CONNECT / OAUTH2,APPLICATIONS / INTEGRATIONS / APIS,Applications and APIs must be designed to accept and validate JWT tokens if AD FS is configured to emit JWTs; otherwise authentication will fail as described in the blueprint's use cases.,10.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
2756b0e0-1259-4645-94f7-783fca85fa4d,335,SAML,APPLICATIONS / INTEGRATIONS / APIS,"SAML-consuming applications must be configured correctly and tested; when chosen, the blueprint suggests reviewing SAML configuration for failing apps.",9.0,8,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
a6ec191a-517e-4008-9a9d-9f8049020beb,336,MULTI-FACTOR AUTHENTICATION (MFA),CLAIMS PROVIDERS,Claims providers are often the external systems that perform MFA when AD FS is configured to forward MFA requests; this relationship affects how MFA is executed and audited.,9.0,12,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
9aad71ca-0b62-4c68-8222-707962712f8c,337,CLAIMS PROVIDERS,LOGGING AND MONITORING SYSTEMS,"When MFA is delegated to claims providers, logging/monitoring across both AD FS and the claims providers is necessary to trace the authentication flow and audit MFA events; the blueprint highlights this need.",8.0,9,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
69f9d59a-bbbb-4d0d-8518-55263a127e36,338,BROWSER-BASED LOGINS (WEB INTERFACES),"NON-BROWSER-BASED LOGINS (SERVICES, INTEGRATIONS, APIS)","The blueprint contrasts browser-based interactive flows with non-browser service/API flows, noting that browser sign-ins may succeed while non-browser integrations fail due to different client parameters, token formats, or MFA delegation.",10.0,4,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
c66c6d09-86a6-4da2-9993-3b44eaa57c07,339,"NON-BROWSER-BASED LOGINS (SERVICES, INTEGRATIONS, APIS)",APPLICATIONS / INTEGRATIONS / APIS,Non-browser logins are the authentication flows used by these applications/integrations/APIs; failures in these flows point investigators to client registration and token format issues described in the blueprint.,10.0,8,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
e9847dbb-04e8-42e4-8139-c43111f5bd8f,340,"NON-BROWSER-BASED LOGINS (SERVICES, INTEGRATIONS, APIS)",CERTIFICATES & TOKEN SIGNATURES,Token signature verification and certificate validity are common causes of intermittent or user-specific failures in non-browser integrations; blueprint recommends checking certificates and time skew for these flows.,8.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
60c49b1a-4e5a-4336-8813-54a0e3bf84c2,341,APPLICATIONS / INTEGRATIONS / APIS,"CLIENT REGISTRATION PARAMETERS (CLIENT ID, REDIRECT URI)","Client registration parameters must match application expectations (redirect URIs, allowed grant types, token formats); mismatches cause authentication failures for the applications/integrations.",9.0,10,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
b50264d1-ffa6-4758-9674-dca37ae991fa,342,APPLICATIONS / INTEGRATIONS / APIS,APPLICATION OWNER,"Application owners are the stakeholders responsible for target applications and must be consulted when authentication mechanisms are unknown or when application-specific changes (token validation, redirect URIs) are required.",8.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
5b680f06-88ff-40d0-9385-99df62f69712,343,"CLIENT REGISTRATION PARAMETERS (CLIENT ID, REDIRECT URI)",APPLICATION OWNER,"Application owners provide or confirm the correct client registration values (Client ID, Redirect URI) and expected token formats for their applications as part of troubleshooting and documentation per the blueprint.",1.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
f78198b8-d765-4120-832c-a6b7a9f0630f,344,"CLIENT REGISTRATION PARAMETERS (CLIENT ID, REDIRECT URI)",DECISION TREE – AUTHENTICATION ISSUES,"The Decision Tree explicitly instructs verifying client registration parameters (Client ID, Redirect URI) in troubleshooting steps when non-browser applications fail to authenticate; this ties the decision tree directly to client registration checks.",9.0,9,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
04888433-b3d3-45f6-902a-7a0dec31294e,345,"CLIENT REGISTRATION PARAMETERS (CLIENT ID, REDIRECT URI)",USE CASES (LOGIN WORKS IN BROWSER / CONFIG CHANGES / INTERMITTENT / ESCALATION),"Several use cases (e.g., browser succeeds but app fails; errors after configuration changes) point to client registration or parameter mismatches as root causes, linking use cases to client registration verification.",1.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
5a682ac3-f9ee-4095-80a7-6fbd9d62c203,346,CERTIFICATES & TOKEN SIGNATURES,IDENTITY TEAM / ARCHITECTURE TEAM,"The Identity/Architecture team is responsible for certificate lifecycle, token signing key management and reviewing signature validation issues during escalations as described in the blueprint.",8.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
56984b90-e333-48dd-9775-3e26e39f7237,347,CERTIFICATES & TOKEN SIGNATURES,DECISION TREE – AUTHENTICATION ISSUES,"The Decision Tree directs investigators to check certificates, token signatures, and time deviations when errors are intermittent or specific to users/sessions; this links diagnostic steps to certificate management and signature validation.",8.0,8,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
51d11465-e4d6-4dee-b6d9-46eff87fc29f,348,IDENTITY TEAM / ARCHITECTURE TEAM,DECISION TREE – AUTHENTICATION ISSUES,"The Decision Tree defines escalation criteria and routes unresolved or complex issues to the Identity/Architecture team for deeper analysis, making the team an intended escalation target.",8.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
89e490be-758a-42a9-a6b7-f2683d7de4dd,349,WINDOWS SERVER,LICENSING (MICROSOFT ENTRA ID TIERS: FREE / P1 / P2),The blueprint's licensing section explicitly states a Windows Server license is required to operate AD FS; Windows Server licensing is therefore linked to the licensing guidance in the document.,9.0,7,['c2d5a84aae9205190327e20950f5b94d1a9d4b45beeceea0cdbcc909ae61d2254b92cdcd818e563d139f057d31e8f882477bd3ad22de395a4ffc0f590728d578']
0032f0d7-5374-4e72-a720-26269840a620,350,TI-1385257,CUSTOMER COMPANY 11AG,The ticket TI-1385257 was opened on behalf of Customer Company 11AG and recorded against that customer in the ticket metadata.,9.0,14,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
ac993483-b344-4ad2-b188-9dbfd9937338,351,TI-1385257,CUSTOMER COMPANY 11CE TRAIN,The ticket subject explicitly references the Customer Company 11CE TRAIN environment and the TRAIN CE server is the affected system described in the ticket.,8.0,14,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
35c58ec8-734c-432e-a949-32468e1bd571,352,TI-1385257,EMPLOYEE 14,"Employee 14 requested the ticket be reopened on 09.12.24 when connectivity recurred, demonstrating ongoing validation and reporting from the original reporter.
Employee 14 is the reporter/contact for the ticket and submitted follow-ups and status updates, including a reopen request when the problem recurred.",10.0,24,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
40bc795f-17c9-463d-983c-bc7b994bac5b,353,TI-1385257,EMPLOYEE 24,Employee 24 was assigned ownership of the ticket during the workflow after transfers from Admin and other handlers.,8.0,15,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
13f389e0-e576-4454-8354-507181311386,354,TI-1385257,EMPLOYEE 16,"Employee 16 created/acknowledged the ticket and forwarded it to the responsible system engineer, acting in triage and communication roles.
Employee 16 acknowledged receipt, created the ticket entry, and forwarded it to the system engineer, showing their involvement in the ticket's creation and triage.",14.0,19,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
2233136f-952e-4b26-a56b-2fa48eef3ebf,355,TI-1385257,TRAIN CE SERVER,The incident described in TI-1385257 is a connectivity/authentication issue specifically affecting the TRAIN CE server/application; the ticket documents attempts to remediate (server restart) and eventual ADFS parameter changes.,10.0,19,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
944f128a-bb91-41ce-bcbc-565e19b35699,356,TI-1385257,PORTAL,"The ticket lifecycle, portal notes, and assignment/status changes were recorded in the ticketing portal system referenced as ""Portal note added"" and other portal-driven updates.",8.0,19,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
55b16cd5-9223-4c0c-8309-7826d5314cf7,357,TI-1385257,SYSTEM ENGINEER,"The ticket was forwarded to the responsible system engineer for technical investigation and remediation, establishing the system engineer's role in addressing the issue documented by the ticket.",7.0,18,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
7d1aafe1-88e3-456e-b88a-859f39efe92c,358,TI-1385257,DEVOPS,"DevOps is named in the ticket subject as an affected stakeholder group (""Connection error from DevOps and FO""), indicating they are impacted by or involved in the incident and its resolution.",4.0,15,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
a13d5ae1-5c16-4054-9cfc-0c88497c8fb8,359,TI-1385257,FO,"FO (Front Office) is named in the ticket subject as an affected stakeholder group alongside DevOps, indicating involvement/impact from the connectivity/authentication issue.",4.0,15,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
bfe124cd-b10d-4820-a650-f99266c69c83,360,TI-1385257,EMPLOYEE 21,"Employee 21 provided the closure analysis and corrective actions (ADFS parameter adjustments) that resolved the ticket, as recorded in the closure text.",8.0,27,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
15b26524-c618-4dc9-b10c-3e14d1b1ffe5,361,TI-1385257,ADMIN,"The ticket was transferred from Admin to Employee 24 (ticket metadata indicates transfer ""from Admin to Employee 24""), establishing Admin as a prior owner/handler of the ticket.",8.0,15,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
cd677acb-cddf-4ee6-a826-47ba650c92b6,362,TI-1385257,HELPDESK,Helpdesk is the team that received the initial report and participated in triage/portal interactions for TI-1385257 (initial emails/portal notes and triage questions).,7.0,36,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
6fe6eaa9-d4cb-4ed8-89d6-c8d3d5d86aae,363,EMPLOYEE 14,TRAIN CE SERVER,Employee 14 reported the connectivity issues affecting the TRAIN CE server and confirmed that restarting the application server did not resolve the problem.,9.0,17,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
15b4919b-4f01-486a-91a4-8420f8e0869e,364,EMPLOYEE 21,ADFS CONFIGURATION DOCUMENTATION,"EMPLOYEE 21 authored or contributed to the ADFS CONFIGURATION DOCUMENTATION and the related analysis, explicitly stating ""We have documented the configuration."" This indicates Employee 21 was directly involved in creating or updating the ADFS configuration documentation to capture configuration details and corrective actions, with the stated purpose of preventing recurrence. Their statement implies a level of responsibility for ensuring the ADFS configuration is recorded and retained for future reference.",15.0,17,"['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba'
 '3d1aaea6391e7df51a2a42a8c7c0a47f02763542818404f1986e9d1de8a7b6042de29a49f32a5a6aa4bf49bb1944b93f48f52a850e46d1180e9770c9065e161c']"
20eb2d43-7d5b-4a2c-bfb3-0b78b5efebe8,365,EMPLOYEE 21,EMPLOYEE 7,"Employee 21 addressed the detailed analysis communication to Employee 7, indicating a stakeholder notification/communication relationship.",4.0,15,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
3a81a988-bfe6-4c75-a6d8-6d6900c6d40b,366,KF11\\001-SVC-AXAVAOBT-TRA,TRAIN CE SERVER,"Portal notes identify the KF11\\001-svc-axavaobt-tra service account as the account currently configured for the integration, implying this service account is used by components interacting with the TRAIN CE server and relevant integrations.",9.0,9,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
ae353b87-e139-461d-bd5d-2a87e9c17f16,367,TRAIN CE SERVER,APPLICATION SERVER,The TRAIN CE server is the specific application server referenced; a restart of the application server component was attempted as a remediation step documented in the ticket.,10.0,11,['cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba']
